first_prot,Gene names,Protein names,Peptides,Potential contaminant,Razor unique peptides,Unique peptides,Molweight kDa,Score,Qvalue,Sequence coverage,MSMS Count,Protein IDs,Majority protein Ids
P42025,ACTR1B,Beta-centractin,22,,9,9,42.293,59.698,0.0,70.7,158,P42025,P42025
P61160,ACTR2,Actin-related protein 2,21,,21,21,44.76,308.8,0.0,63.5,947,P61160;P61160-2;F5H6T1,P61160;P61160-2;F5H6T1
P61158,ACTR3,Actin-related protein 3,33,,33,28,47.371,323.31,0.0,82.3,1459,P61158;B4DXW1;F8WDR7;F8WEW2;F8WE84,P61158;B4DXW1
Q9P1U1,ACTR3B;ACTR3C,Actin-related protein 3B;Actin-related protein 3C,8,,3,3,47.607,2.6013,0.0013169,19.1,4,Q9P1U1;Q9P1U1-2;Q9P1U1-3;Q9C0K3;A0A0A0MTI9;H7C4J1;C9IZN3,Q9P1U1;Q9P1U1-2;Q9P1U1-3;Q9C0K3;A0A0A0MTI9;H7C4J1
Q9H9F9,ACTR5,Actin-related protein 5,3,,3,3,68.297,7.4479,0.0,6.8,28,Q9H9F9,Q9H9F9
Q9GZN1,ACTR6,Actin-related protein 6,2,,2,2,45.81,3.1669,0.00049554,5.8,4,Q9GZN1;F8W057;F8VP72;F8W043;F8W0Q1;F8VRL1;F8VSD1;G3V1Y1;Q9GZN1-2,Q9GZN1;F8W057;F8VP72;F8W043;F8W0Q1;F8VRL1;F8VSD1;G3V1Y1;Q9GZN1-2
Q03154,ACY1;ABHD14A-ACY1,Aminoacylase-1,18,,18,18,45.884,106.09,0.0,54.9,224,Q03154;C9JMV9;Q03154-4;Q03154-2;Q03154-3;C9JYZ0;F8WC59,Q03154;C9JMV9;Q03154-4;Q03154-2;Q03154-3
Q96HD9,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming),7,,7,7,35.241,19.225,0.0,36.4,14,Q96HD9;E9PRA7,Q96HD9;E9PRA7
P07311,ACYP1,Acylphosphatase-1;Acylphosphatase,5,,5,5,11.261,11.896,0.0,60.6,45,P07311;G3V2U7;G3V3F8;G3V597;P07311-2,P07311;G3V2U7
P14621,ACYP2,Acylphosphatase-2;Acylphosphatase,8,,8,8,11.139,9.3594,0.0,72.7,64,P14621;U3KPX1;E9PF46;F8WA34;U3KQL2;U3KPX8,P14621;U3KPX1;E9PF46;F8WA34;U3KQL2;U3KPX8
P00813,ADA,Adenosine deaminase,16,,16,16,40.764,36.676,0.0,43.5,157,P00813;F5GWI4;F5GXW0;F5GYD4,P00813;F5GWI4;F5GXW0
O14672,ADAM10,Disintegrin and metalloproteinase domain-containing protein 10,19,,19,19,84.141,40.492,0.0,27.0,161,O14672;O14672-2;H3BS53;H0YNC5,O14672;O14672-2
Q13444,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,6,,6,6,92.958,9.9383,0.0,8.1,22,Q13444;Q13444-8;Q13444-2;Q13444-7;Q13444-6;Q13444-12;Q13444-5;Q13444-4;Q13444-3;Q13444-11;Q13444-10;Q13444-9;Q13444-13,Q13444;Q13444-8;Q13444-2;Q13444-7;Q13444-6;Q13444-12;Q13444-5;Q13444-4;Q13444-3;Q13444-11;Q13444-10;Q13444-9;Q13444-13
P78536,ADAM17,Disintegrin and metalloproteinase domain-containing protein 17,8,,8,8,93.02,11.886,0.0,10.8,71,P78536;P78536-2,P78536;P78536-2
P78325,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,3,,3,3,88.77,11.049,0.0,5.9,3,P78325;P78325-2;P78325-3,P78325;P78325-2
Q13443,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,10,,10,10,90.555,22.434,0.0,16.2,33,Q13443;F8WC54;A0AVL1;Q13443-2,Q13443;F8WC54;A0AVL1;Q13443-2
Q9UHI8,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,6,,6,6,105.36,3.9827,0.00013001,8.1,5,Q9UHI8;E5RJR7;E5RI60;H7C206,Q9UHI8
Q8TE57,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,5,,5,5,136.2,1.8685,0.0053604,4.4,3,Q8TE57;Q8TE57-2,Q8TE57;Q8TE57-2
Q9UKP4,ADAMTS7,A disintegrin and metalloproteinase with thrombospondin motifs 7,3,,3,3,184.09,2.3124,0.0021152,2.1,3,Q9UKP4,Q9UKP4
Q8N6G6,ADAMTSL1,ADAMTS-like protein 1,8,,8,8,193.41,6.5748,0.0,4.8,17,Q8N6G6;Q8N6G6-6;H7BYE3;Q8N6G6-5,Q8N6G6;Q8N6G6-6
Q6UY14,ADAMTSL4,ADAMTS-like protein 4,5,,5,5,116.54,7.0434,0.0,5.4,6,Q6UY14;Q6UY14-3;Q6UY14-2;A0A087WTI5,Q6UY14;Q6UY14-3;Q6UY14-2
O75689,ADAP1,Arf-GAP with dual PH domain-containing protein 1,4,,4,3,43.395,2.3046,0.0023485,12.6,5,O75689;H0Y7Q1;O75689-3;O75689-2;H7C4B3;H7BZT6;H7C324;A0A087WTN6;H7C264;J3KST1;K7ENT1;J3QLP8;C9JN36,O75689;H0Y7Q1;O75689-3;O75689-2;H7C4B3;H7BZT6;H7C324;A0A087WTN6;H7C264
Q9NPF8,ADAP2;CENTA2,Arf-GAP with dual PH domain-containing protein 2,2,,1,1,44.348,2.9264,0.00073269,5.8,1,Q9NPF8;Q2V6Q1;Q9NPF8-2,Q9NPF8;Q2V6Q1;Q9NPF8-2
P55265,ADAR,Double-stranded RNA-specific adenosine deaminase,65,,65,65,136.06,323.31,0.0,58.4,1304,P55265;P55265-4;H0YCK3;P55265-5;P55265-2;P55265-3,P55265;P55265-4;H0YCK3;P55265-5;P55265-2;P55265-3
P78563,ADARB1,Double-stranded RNA-specific editase 1,13,,13,13,80.762,15.582,0.0,23.3,27,P78563;P78563-5;P78563-2;P78563-3;P78563-4;P78563-6,P78563;P78563-5;P78563-2;P78563-3;P78563-4;P78563-6
Q86TW2,ADCK1,Uncharacterized aarF domain-containing protein kinase 1,5,,5,5,60.577,4.3956,0.00013259,13.2,11,Q86TW2;Q86TW2-2;F8W9Q8;G3V426;Q86TW2-3,Q86TW2;Q86TW2-2;F8W9Q8;G3V426;Q86TW2-3
Q8NI60,ADCK3,"Atypical kinase ADCK3, mitochondrial",17,,17,17,71.949,46.746,0.0,29.2,140,Q8NI60;Q8NI60-3;Q8NI60-4;Q8NI60-2,Q8NI60;Q8NI60-3;Q8NI60-4
Q96D53,ADCK4,AarF domain-containing protein kinase 4,16,,16,16,60.069,73.152,0.0,41.5,69,Q96D53;Q96D53-2;M0R001;M0R011;M0R3F7;M0QZZ2;M0R362;M0R340;M0R0L2;M0R2F4;M0R307;M0R0F4,Q96D53;Q96D53-2
Q3MIX3,ADCK5,Uncharacterized aarF domain-containing protein kinase 5,7,,7,7,65.896,14.178,0.0,15.7,21,Q3MIX3;E9PLF3;E9PJ20,Q3MIX3
P35611,ADD1,Alpha-adducin,31,,31,0,80.954,246.25,0.0,50.7,557,P35611;P35611-3;E7EV99;E7ENY0;P35611-5;H0Y9H2;A0A0A0MSR2;D6RF25;D6RJE2;D6RAH3;H0YFD8;H0YG19,P35611;P35611-3;E7EV99;E7ENY0;P35611-5;H0Y9H2;A0A0A0MSR2
P35612,ADD2,Beta-adducin,17,,15,15,80.853,36.663,0.0,28.8,66,P35612;P35612-4;P35612-3;P35612-2;P35612-8;P35612-9;P35612-5;P35612-6;C9J080;C9JTM0;C9J299;P35612-7,P35612;P35612-4;P35612-3;P35612-2;P35612-8;P35612-9
Q9UEY8,ADD3,Gamma-adducin,24,,23,1,79.154,109.13,0.0,40.4,265,Q9UEY8,Q9UEY8
P00325,ADH1B,Alcohol dehydrogenase 1B,24,,24,9,39.854,226.99,0.0,69.3,471,P00325;P00325-2;A0A0D9SFH8;P08319;H0Y9N0;D6RIB1;D6R9K8;A0A0D9SFB5;P08319-2,P00325;P00325-2;A0A0D9SFH8
P00326,ADH1C,Alcohol dehydrogenase 1C,14,,3,2,39.867,40.804,0.0,39.2,30,P00326;A0A087WU81;A0A087WUC4,P00326;A0A087WU81;A0A087WUC4
P11766,ADH5,Alcohol dehydrogenase class-3,19,,19,19,39.724,264.15,0.0,58.0,619,P11766;H0YAG8;D6RFE4;D6RAY0;D6R9G2,P11766;H0YAG8
Q9BV57,ADI1,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",9,,9,9,21.498,18.935,0.0,64.2,71,Q9BV57;Q9BV57-2;A0A0G2JQN5;H7C382,Q9BV57;Q9BV57-2
Q15847,ADIRF,Adipogenesis regulatory factor,5,,5,5,7.8547,89.501,0.0,80.3,98,Q15847;Q5TBU2,Q15847
P55263,ADK,Adenosine kinase,20,,20,20,40.545,136.89,0.0,64.1,317,P55263;P55263-3;P55263-2;P55263-4,P55263;P55263-3;P55263-2;P55263-4
Q9H2P0,ADNP,Activity-dependent neuroprotector homeobox protein,49,,49,49,123.56,194.6,0.0,46.7,571,Q9H2P0;E9PQK8,Q9H2P0
Q96SZ5,ADO,2-aminoethanethiol dioxygenase,11,,11,11,29.751,13.508,0.0,38.9,100,Q96SZ5,Q96SZ5
Q9BRR6,ADPGK,ADP-dependent glucokinase,14,,14,14,54.088,90.98,0.0,41.0,160,Q9BRR6;Q9BRR6-2;H3BRS6;Q9BRR6-4;Q9BRR6-3;H3BU35;Q9BRR6-5;H3BTH4;H3BN66;Q9BRR6-6,Q9BRR6;Q9BRR6-2;H3BRS6
P54922,ADPRH,[Protein ADP-ribosylarginine] hydrolase,8,,8,8,39.506,14.936,0.0,29.4,43,P54922;C9JZW7,P54922
Q9NX46,ADPRHL2,Poly(ADP-ribose) glycohydrolase ARH3,18,,18,18,38.946,69.296,0.0,57.9,310,Q9NX46,Q9NX46
P35368,ADRA1B,Alpha-1B adrenergic receptor,2,,2,2,56.835,1.8469,0.0056922,4.8,1,P35368,P35368
P08913,ADRA2A,Alpha-2A adrenergic receptor,3,,3,3,48.956,1.8689,0.0053616,9.3,3,P08913,P08913
P25098,ADRBK1,Beta-adrenergic receptor kinase 1,17,,17,17,79.573,38.05,0.0,25.7,108,P25098;E9PRV7;P35626;Q8N433,P25098;E9PRV7
Q16186,ADRM1,Proteasomal ubiquitin receptor ADRM1,14,,14,14,42.153,42.622,0.0,29.5,231,Q16186;A0A087WX59;A0A087WUX6,Q16186;A0A087WX59
P30566,ADSL,Adenylosuccinate lyase,24,,24,24,54.889,130.36,0.0,53.5,336,P30566;A0A0A6YY92;P30566-2;A0A096LNY6;A0A096LNY5;A0A096LPA2;A0A096LNY4;B4DEP1;A0A096LP72;A0A096LNT4;V9GY96;A0A096LP92;A0A096LP76,P30566;A0A0A6YY92;P30566-2;A0A096LNY6;A0A096LNY5
P30520,ADSS,Adenylosuccinate synthetase isozyme 2,21,,21,17,50.097,89.131,0.0,53.5,369,P30520,P30520
Q8N142,ADSSL1,Adenylosuccinate synthetase isozyme 1,10,,6,6,50.208,15.985,0.0,25.4,17,Q8N142;Q8N142-2;G3V5D8;G3V232;S4R2Z1;G3V2N1,Q8N142;Q8N142-2
Q8IUX7,AEBP1,Adipocyte enhancer-binding protein 1,39,,39,38,130.93,323.31,0.0,36.8,715,Q8IUX7;Q8IUX7-2;H7C1J5;H7C3D7;H7C0W8;H7C4B5;H7C391;C9JLQ8,Q8IUX7;Q8IUX7-2
Q6ZN18,AEBP2,Zinc finger protein AEBP2,2,,2,2,54.466,6.0938,0.0,5.6,2,Q6ZN18;Q6ZN18-2;F5GZR7;G5EA50;Q6ZN18-3,Q6ZN18;Q6ZN18-2;F5GZR7;G5EA50;Q6ZN18-3
Q08117,AES,Amino-terminal enhancer of split,3,,3,3,21.97,7.2304,0.0,16.8,28,Q08117;Q08117-2;K7ELQ8;K7ELE3;K7EQH5,Q08117;Q08117-2;K7ELQ8;K7ELE3
Q8N556,AFAP1,Actin filament-associated protein 1,9,,9,9,80.724,10.672,0.0,13.7,31,Q8N556;Q8N556-2;Q8TED9;Q8TED9-2;Q8TED9-3,Q8N556;Q8N556-2
Q8N4X5,AFAP1L2,Actin filament-associated protein 1-like 2,31,,31,2,91.299,135.49,0.0,48.0,177,Q8N4X5;Q8N4X5-3;F6QUH3,Q8N4X5
Q8N4X5-2,AFAP1L2,Actin filament-associated protein 1-like 2,30,,1,1,90.859,9.0904,0.0,47.8,1,Q8N4X5-2;Q8N4X5-4,Q8N4X5-2;Q8N4X5-4
Q9UHB7,AFF4,AF4/FMR2 family member 4,7,,7,7,127.46,12.41,0.0,7.7,33,Q9UHB7;Q9UHB7-2;C9JCE0;Q9UHB7-3;H7C319,Q9UHB7;Q9UHB7-2
Q9Y4W6,AFG3L2,AFG3-like protein 2,42,,42,41,88.583,158.51,0.0,52.1,683,Q9Y4W6;K7EP56,Q9Y4W6
P43652,AFM,Afamin,17,,17,17,69.068,34.552,0.0,27.2,123,P43652;CON__REFSEQ:XP_585019,P43652
Q63HM1,AFMID,Kynurenine formamidase,3,,3,3,33.991,1.7356,0.0064334,9.6,2,Q63HM1;Q63HM1-2;K7EMI4,Q63HM1;Q63HM1-2
Q6ULP2,AFTPH,Aftiphilin,15,,15,15,102.2,37.62,0.0,20.0,53,Q6ULP2;Q6ULP2-5;Q6ULP2-2;Q6ULP2-4;Q6ULP2-3;B8ZZI9;A0A0A0MSN6,Q6ULP2;Q6ULP2-5;Q6ULP2-2;Q6ULP2-4;Q6ULP2-3;B8ZZI9
P20933,AGA,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase;Glycosylasparaginase alpha chain;Glycosylasparaginase beta chain,8,,8,8,37.208,96.717,0.0,32.4,157,P20933;H0Y9C7;H0Y8L9,P20933;H0Y9C7
Q9UPQ3,AGAP1,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",6,,4,4,94.469,6.6478,0.0,9.5,4,Q9UPQ3;Q9UPQ3-2;A0A087X1U1;F5GXM9;E7EUN2;A0A087X044;Q9UPQ3-3;C9J8Z2;H7C211,Q9UPQ3;Q9UPQ3-2;A0A087X1U1;F5GXM9;E7EUN2;A0A087X044;Q9UPQ3-3
Q99490,AGAP2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",3,,3,3,124.67,5.5819,0.0,3.4,2,Q99490;Q99490-2;J3KNM6;F8VVT9;H0YHB1,Q99490;Q99490-2;J3KNM6;F8VVT9
Q96P47,AGAP3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",12,,12,10,95.043,32.016,0.0,16.8,67,Q96P47;Q96P47-2;Q96P47-4;Q96P47-5;Q96P47-3;Q96P47-6;E7ESL9;C9J975;H0Y873;H7C5G0;H7C4U6;H7C4F1,Q96P47;Q96P47-2;Q96P47-4;Q96P47-5;Q96P47-3;Q96P47-6;E7ESL9
P52594,AGFG1,Arf-GAP domain and FG repeat-containing protein 1,11,,11,11,58.259,135.83,0.0,36.8,135,P52594;P52594-2;P52594-3;P52594-4;B8ZZY2;C9J2I0;H7C0S7,P52594;P52594-2;P52594-3;P52594-4;B8ZZY2
O95081,AGFG2,Arf-GAP domain and FG repeat-containing protein 2,9,,9,9,48.962,21.78,0.0,24.1,16,O95081;A0A0C4DG34;O95081-2,O95081;A0A0C4DG34;O95081-2
Q53H12,AGK,"Acylglycerol kinase, mitochondrial",19,,19,19,47.137,172.75,0.0,52.4,232,Q53H12;E9PC15;E9PG39;A0A0G2JLG5;A0A0G2JLD0;Q53H12-2,Q53H12;E9PC15;E9PG39
P35573,AGL,"Glycogen debranching enzyme;4-alpha-glucanotransferase;Amylo-alpha-1,6-glucosidase",54,,54,54,174.76,121.69,0.0,43.7,450,P35573;P35573-2;P35573-3,P35573;P35573-2;P35573-3
Q9BSE5,AGMAT,"Agmatinase, mitochondrial",6,,6,6,37.66,53.44,0.0,22.7,25,Q9BSE5,Q9BSE5
Q9UL18,AGO1,Protein argonaute-1;Protein argonaute,32,,24,13,97.213,74.327,0.0,45.5,209,Q9UL18;Q5TA58,Q9UL18;Q5TA58
Q9UKV8,AGO2,Protein argonaute-2,34,,34,25,97.207,123.82,0.0,46.1,426,Q9UKV8;Q9UKV8-2,Q9UKV8;Q9UKV8-2
Q9H9G7,AGO3,Protein argonaute-3,32,,17,16,97.359,31.535,0.0,46.3,89,Q9H9G7;Q9H9G7-2;Q5TA56,Q9H9G7;Q9H9G7-2
Q99943,AGPAT1,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha,6,,6,6,31.716,44.699,0.0,24.7,106,Q99943,Q99943
O15120,AGPAT2,1-acyl-sn-glycerol-3-phosphate acyltransferase beta,4,,4,4,30.914,5.0394,0.0,11.9,17,O15120;O15120-2,O15120;O15120-2
Q9NRZ7,AGPAT3,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma,7,,7,7,43.38,12.277,0.0,18.4,40,Q9NRZ7;Q9NRZ7-2;Q9NRZ7-3;C9JL26;C9J184,Q9NRZ7;Q9NRZ7-2;Q9NRZ7-3
Q9NRZ5,AGPAT4,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,3,,3,3,44.021,2.0432,0.0033495,8.7,2,Q9NRZ5;Q9NRZ5-2;H0Y5R3,Q9NRZ5;Q9NRZ5-2
Q9NUQ2,AGPAT5,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,7,,7,7,42.072,5.9614,0.0,20.3,17,Q9NUQ2;H0YC22;E5RH21,Q9NUQ2
Q86UL3,AGPAT6,Glycerol-3-phosphate acyltransferase 4,4,,4,4,52.07,7.8853,0.0,8.8,16,Q86UL3;E5RIA1;E5RHA6,Q86UL3
O00116,AGPS,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",21,,21,21,72.911,95.98,0.0,44.2,271,O00116;B8ZZ81,O00116
O95994,AGR2,Anterior gradient protein 2 homolog,5,,4,4,19.979,12.89,0.0,26.9,26,O95994;B5MC07;H7C3Z9;C9J3E2,O95994;B5MC07
Q8TD06,AGR3,Anterior gradient protein 3 homolog,5,,5,4,19.171,33.234,0.0,32.5,40,Q8TD06;H7C040;B5MC62,Q8TD06;H7C040;B5MC62
O00468-6,AGRN,Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment,61,,61,61,214.84,323.31,0.0,42.1,1009,O00468-6;O00468-3;O00468-7;O00468;O00468-5;O00468-4;A0A087X208;O00468-2;H0Y5U1,O00468-6;O00468-3;O00468-7;O00468;O00468-5;O00468-4;A0A087X208;O00468-2
P01019,AGT,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,9,,9,9,53.154,98.469,0.0,26.6,224,P01019,P01019
Q9UPW5,AGTPBP1,Cytosolic carboxypeptidase 1,2,,2,2,138.45,3.4236,0.00050371,1.7,36,Q9UPW5;J3KNS1;Q9UPW5-2;Q9UPW5-3,Q9UPW5;J3KNS1;Q9UPW5-2;Q9UPW5-3
Q6RW13,AGTRAP,Type-1 angiotensin II receptor-associated protein,3,,3,1,17.419,23.362,0.0,30.2,111,Q6RW13;D6RB40;D6RBK6;X6R9H3;Q6RW13-4;Q6RW13-3;Q6RW13-5,Q6RW13
Q8WYP5,AHCTF1,Protein ELYS,59,,59,59,252.5,120.0,0.0,32.5,308,Q8WYP5;Q8WYP5-2;Q8WYP5-3;H7C4S1;C9J5C5,Q8WYP5;Q8WYP5-2;Q8WYP5-3
P23526,AHCY,Adenosylhomocysteinase,26,,26,26,47.716,323.31,0.0,60.0,1047,P23526;P23526-2,P23526;P23526-2
O43865,AHCYL1,Putative adenosylhomocysteinase 2,28,,28,15,58.951,93.455,0.0,54.2,366,O43865;O43865-2,O43865;O43865-2
Q96HN2-2,AHCYL2,Putative adenosylhomocysteinase 3;Adenosylhomocysteinase,19,,6,6,66.592,8.0021,0.0,30.7,14,Q96HN2-2;Q96HN2;H0Y8B3;Q96HN2-4;Q96HN2-3;C9K0S0,Q96HN2-2;Q96HN2;H0Y8B3;Q96HN2-4;Q96HN2-3
Q5TGY3,AHDC1,AT-hook DNA-binding motif-containing protein 1,20,,20,20,168.35,45.684,0.0,20.0,59,Q5TGY3,Q5TGY3
Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,363,,363,362,629.09,323.31,0.0,79.8,9258,Q09666;E9PKR9;E9PLK4;E9PJZ0;E9PJC6;Q09666-2;E9PQE3;P48552,Q09666
Q8IVF2-3,AHNAK2,Protein AHNAK2,112,,111,111,605.64,323.31,0.0,44.0,484,Q8IVF2-3;Q8IVF2;Q8IVF2-2,Q8IVF2-3;Q8IVF2
P35869,AHR,Aryl hydrocarbon receptor,7,,7,7,96.146,10.681,0.0,9.7,23,P35869,P35869
O95433,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,23,,23,23,38.274,244.76,0.0,78.1,616,O95433;O95433-2;G3V438;H0YJG7;H0YJU2;G3V3W9;H0YJ63,O95433;O95433-2;G3V438
P02765,AHSG,Alpha-2-HS-glycoprotein;Alpha-2-HS-glycoprotein chain A;Alpha-2-HS-glycoprotein chain B,10,,10,8,39.324,201.85,0.0,48.2,309,P02765;C9JV77,P02765;C9JV77
Q9NZD4,AHSP,Alpha-hemoglobin-stabilizing protein,4,,4,4,11.84,5.6565,0.0,36.3,5,Q9NZD4,Q9NZD4
Q96BJ3,AIDA,"Axin interactor, dorsalization-associated protein",14,,14,14,35.023,62.637,0.0,51.6,156,Q96BJ3;Q96BJ3-3;Q96BJ3-2,Q96BJ3;Q96BJ3-3
P55008,AIF1,Allograft inflammatory factor 1,10,,10,10,16.703,72.525,0.0,56.5,127,P55008;Q5STX8;P55008-2;P55008-3,P55008;Q5STX8;P55008-2
Q9BQI0,AIF1L,Allograft inflammatory factor 1-like,12,,12,12,17.068,27.459,0.0,56.7,137,Q9BQI0;Q9BQI0-3;Q9BQI0-2;A6PVM9;Q5JUP3;Q9BQI0-4;H7C605,Q9BQI0;Q9BQI0-3;Q9BQI0-2;A6PVM9
O95831,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",37,,37,37,66.9,323.31,0.0,69.5,1204,O95831;O95831-3;O95831-2;E9PMA0;O95831-5;O95831-4;O95831-6,O95831;O95831-3;O95831-2;E9PMA0;O95831-5
Q9BRQ8,AIFM2,Apoptosis-inducing factor 2,8,,8,8,40.526,5.5735,0.0,23.6,19,Q9BRQ8;Q9BRQ8-2,Q9BRQ8;Q9BRQ8-2
Q9NVV5,AIG1,Androgen-induced gene 1 protein,2,,2,2,28.222,1.9699,0.0042524,7.3,5,Q9NVV5;Q5T2H3;Q9NVV5-3;Q9NVV5-2;Q5THU2;Q5T2H0;Q5T2H4;A0A0A0MRA1;Q9NVV5-6;Q9NVV5-5;Q9NVV5-4,Q9NVV5;Q5T2H3;Q9NVV5-3;Q9NVV5-2;Q5THU2;Q5T2H0;Q5T2H4;A0A0A0MRA1;Q9NVV5-6;Q9NVV5-5;Q9NVV5-4
Q9Y4K1,AIM1,Absent in melanoma 1 protein,20,,20,20,188.67,35.814,0.0,16.9,53,Q9Y4K1;Q9Y4K1-2;Q96QW7,Q9Y4K1
Q12904,AIMP1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,22,,22,22,34.352,136.4,0.0,79.5,486,Q12904;Q12904-2;D6R937,Q12904;Q12904-2
Q13155,AIMP2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,15,,15,15,35.348,151.12,0.0,73.8,313,Q13155;A8MU58;F8W950;F8WCL2,Q13155;A8MU58;F8W950
O00170,AIP,AH receptor-interacting protein,19,,19,19,37.636,88.389,0.0,61.8,343,O00170;E9PMH2;V9GYQ3,O00170;E9PMH2
Q96IF1,AJUBA,LIM domain-containing protein ajuba,10,,10,10,56.933,16.151,0.0,28.8,18,Q96IF1;H0YJL9,Q96IF1
P00568,AK1,Adenylate kinase isoenzyme 1,18,,18,17,21.635,103.22,0.0,78.9,462,P00568;Q5T9B7;H0Y4J6;H0YID2;Q9Y6K8-2,P00568;Q5T9B7;H0Y4J6
P54819,AK2,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed;Adenylate kinase 2, mitochondrial",23,,23,23,26.477,323.31,0.0,78.7,943,P54819;F8W1A4;P54819-2;P54819-5;P54819-6;P54819-3;F8VY04;P54819-4;F8VZG5;G3V213;F8VPP1,P54819;F8W1A4;P54819-2;P54819-5;P54819-6;P54819-3;F8VY04;P54819-4;F8VZG5
Q9UIJ7,AK3,"GTP:AMP phosphotransferase AK3, mitochondrial",20,,20,20,25.565,135.79,0.0,81.9,385,Q9UIJ7;Q9UIJ7-3;Q9UIJ7-2,Q9UIJ7;Q9UIJ7-3;Q9UIJ7-2
P27144,AK4,"Adenylate kinase 4, mitochondrial",17,,17,17,25.268,156.49,0.0,71.7,297,P27144;D3DQ64,P27144;D3DQ64
Q9Y6K8,AK5,Adenylate kinase isoenzyme 5,2,,1,1,63.332,2.5861,0.0014339,4.8,1,Q9Y6K8;Q9Y6K8-3,Q9Y6K8;Q9Y6K8-3
Q9Y3D8,AK6;TAF9,Adenylate kinase isoenzyme 6,3,,3,3,20.061,9.7981,0.0,19.8,10,Q9Y3D8;A0A087WVD7;A0A087WY94;Q9Y3D8-2;D6RDH4,Q9Y3D8;A0A087WVD7;A0A087WY94;Q9Y3D8-2
Q92667,AKAP1,"A-kinase anchor protein 1, mitochondrial",20,,20,20,97.34,79.476,0.0,26.5,81,Q92667;Q92667-2;I3L0W0;I3L2A2;I3L2N7;I3L0K6;I3L3K1;I3L364;I3NI36,Q92667;Q92667-2
O43572,AKAP10,"A-kinase anchor protein 10, mitochondrial",5,,5,5,73.817,4.8784,0.0,9.7,13,O43572;E7EMD6;J3QRM7;J3QL61,O43572;E7EMD6
Q02952,AKAP12,A-kinase anchor protein 12,83,,83,83,191.48,323.31,0.0,56.8,902,Q02952;Q02952-3;Q02952-2,Q02952;Q02952-3;Q02952-2
Q12802,AKAP13,A-kinase anchor protein 13,52,,52,52,307.55,137.08,0.0,26.3,237,Q12802;Q12802-2;Q12802-4;H0YMW2;A0A087WTD7;A8MYJ1;A0A087WY36;A0A087WX73;A0A087X047;H0YLH1;H0YK84;Q12802-5,Q12802;Q12802-2;Q12802-4;H0YMW2
Q02040,AKAP17A,A-kinase anchor protein 17A,12,,12,12,80.735,20.39,0.0,16.8,71,Q02040;X6RAJ1;Q02040-2;Q02040-3,Q02040;X6RAJ1;Q02040-2;Q02040-3
Q9Y2D5-6,AKAP2,A-kinase anchor protein 2,28,,28,22,120.63,100.63,0.0,34.3,176,Q9Y2D5-6;Q9Y2D5-4;Q9Y2D5-5;Q9Y2D5;Q9Y2D5-7;C9JVY5,Q9Y2D5-6;Q9Y2D5-4;Q9Y2D5-5;Q9Y2D5;Q9Y2D5-7;C9JVY5
O43823,AKAP8,A-kinase anchor protein 8,16,,16,16,76.107,59.309,0.0,29.5,166,O43823;M0QYL4,O43823
Q9ULX6,AKAP8L,A-kinase anchor protein 8-like,16,,16,16,71.648,33.631,0.0,29.4,110,Q9ULX6;Q9ULX6-2;V9GZ50;M0R1Y5;M0R010;M0QYT7,Q9ULX6;Q9ULX6-2;V9GZ50
Q99996,AKAP9,A-kinase anchor protein 9,53,,53,53,453.66,92.964,0.0,14.9,164,Q99996;A0A0A0MRF6;Q99996-5;Q99996-3;Q99996-2;Q99996-6;A0A0A0MRE9;H7BYL6;A0A087WX84;Q99996-4;Q6PJH3;H7BZV6;H0Y6Q0,Q99996;A0A0A0MRF6;Q99996-5;Q99996-3;Q99996-2;Q99996-6;A0A0A0MRE9
